%Data collected from Android phone

@RELATION phone

%Battery
@ATTRIBUTE Batt_Voltage  		NUMERIC
@ATTRIBUTE Batt_Temp  			NUMERIC
@ATTRIBUTE Batt_Percent_Level   NUMERIC

%Network
@ATTRIBUTE Local_TX_Packet_Delta	NUMERIC
@ATTRIBUTE Local_TX_Byte_Delta   	NUMERIC
@ATTRIBUTE Local_RX_Packet_Delta  	NUMERIC
@ATTRIBUTE Local_RX_Byte_Delta   	NUMERIC
@ATTRIBUTE Mobile_TX_Packet_Delta  	NUMERIC
@ATTRIBUTE Mobile_TX_Byte_Delta   	NUMERIC
@ATTRIBUTE Mobile_RX_Packet_Delta  	NUMERIC
@ATTRIBUTE Mobile_RX_Byte_Delta   	NUMERIC

%Memory
@ATTRIBUTE Memory_Available  	NUMERIC
@ATTRIBUTE Memory_Percentage   	NUMERIC

%CPU
@ATTRIBUTE Load_Avg_1_min	NUMERIC
@ATTRIBUTE Load_Avg_5_min  	NUMERIC
@ATTRIBUTE Load_Avg_15_min  NUMERIC
@ATTRIBUTE Running_Entities	NUMERIC
@ATTRIBUTE Total_Entities   NUMERIC

@ATTRIBUTE Class        {Normal,?}


@DATA
3578,301,0.25,15,965416,14,844,0,0,0,0,155,0.19654408,2.22,1.77,1.97,2,987,?
3577,310,0.25,15,966670,15,877,0,0,0,0,155,0.1966477,2.19,1.77,1.97,2,987,?
3577,310,0.25,15,967917,16,1035,0,0,0,0,155,0.1958829,2.01,1.75,1.95,2,987,?
3577,310,0.25,14,969101,15,794,0,0,0,0,155,0.19619869,2.16,1.79,1.97,2,987,?
3577,310,0.25,14,970285,14,742,0,0,0,0,154,0.1957398,2.05,1.78,1.96,2,987,?
3577,310,0.25,14,971469,14,742,0,0,0,0,154,0.19542895,2.19,1.82,1.97,2,987,?
3577,310,0.25,14,972653,14,742,0,0,0,0,154,0.19559178,2.0,1.79,1.96,1,987,?
3567,318,0.24,14,973837,13,690,0,0,0,0,154,0.19546843,2.16,1.83,1.97,1,987,?
3567,318,0.24,14,975021,14,742,0,0,0,0,155,0.19624309,2.28,1.87,1.98,4,987,?
3567,318,0.24,14,976205,14,742,0,0,0,0,155,0.19623323,2.16,1.86,1.98,2,987,?
3567,318,0.24,14,977389,14,742,0,0,0,0,155,0.19610001,2.21,1.88,1.98,1,987,?
3567,318,0.24,16,978732,15,900,0,0,0,0,155,0.19617403,2.25,1.9,1.99,1,987,?
3567,318,0.24,16,980056,17,1032,0,0,0,0,155,0.1960408,2.28,1.92,1.99,3,987,?
3581,323,0.24,15,981272,15,1995,0,0,0,0,155,0.19620855,2.31,1.94,2.0,4,986,?
3581,323,0.24,5,981636,4,295,0,0,0,0,155,0.19619375,2.27,1.94,2.0,2,986,?
3581,323,0.24,8,982239,5,530,0,0,0,0,155,0.19634178,2.15,1.93,1.99,4,986,?
3581,323,0.24,5,982603,3,259,0,0,0,0,155,0.19589277,2.05,1.91,1.99,2,986,?
3581,323,0.24,5,982967,3,242,0,0,0,0,154,0.19558191,1.97,1.9,1.98,1,986,?
3581,323,0.24,9,983638,7,5224,0,0,0,0,146,0.18467733,1.96,1.9,1.98,1,978,?
3669,317,0.24,0,983638,0,0,0,0,0,0,146,0.1855951,1.82,1.87,1.97,1,978,?
3669,317,0.24,1,983708,1,153,0,0,0,0,146,0.18546186,1.69,1.84,1.96,1,978,?
3669,317,0.24,3,983894,3,384,0,0,0,0,147,0.18636976,1.66,1.83,1.95,1,978,?
3669,317,0.24,2,984034,2,284,0,0,0,0,147,0.18635002,1.56,1.8,1.94,1,978,?
3669,317,0.24,0,984034,0,0,0,0,0,0,147,0.18620199,1.48,1.78,1.93,1,978,?
3669,317,0.24,2,984174,3,256,0,0,0,0,147,0.18613786,1.4,1.75,1.92,1,977,?
3683,306,0.23,0,984174,0,0,0,0,0,0,147,0.18606877,1.34,1.73,1.91,1,977,?
3683,306,0.23,0,984174,0,0,0,0,0,0,147,0.18592568,1.29,1.7,1.91,1,977,?
3683,306,0.23,0,984174,0,0,0,0,0,0,148,0.18705562,1.24,1.68,1.9,1,977,?
3683,306,0.23,0,984174,0,0,0,0,0,0,148,0.18712963,1.21,1.66,1.89,1,977,?
3683,306,0.23,0,984174,0,0,0,0,0,0,148,0.18714936,1.17,1.64,1.88,1,977,?
3683,306,0.23,0,984174,0,0,0,0,0,0,148,0.18697667,1.44,1.68,1.89,1,977,?
3693,297,0.23,0,984174,0,0,0,0,0,0,147,0.18690759,1.37,1.66,1.88,1,977,?
3693,297,0.23,0,984174,0,0,0,0,0,0,147,0.18676943,1.32,1.64,1.87,1,977,?
3693,297,0.23,0,984174,0,0,0,0,0,0,147,0.18669541,1.27,1.62,1.86,1,977,?
3693,297,0.23,0,984174,0,0,0,0,0,0,147,0.18691745,1.23,1.6,1.85,1,977,?
3693,297,0.23,0,984174,0,0,0,0,0,0,148,0.1869964,1.19,1.58,1.84,1,977,?
3693,297,0.23,0,984174,0,0,0,0,0,0,147,0.18694213,1.16,1.56,1.83,1,977,?
3679,291,0.23,0,984174,0,0,0,0,0,0,147,0.18684837,1.14,1.54,1.82,1,977,?
3679,291,0.23,0,984174,0,0,0,0,0,0,147,0.18678424,1.12,1.52,1.81,1,977,?
3679,291,0.23,2,984343,1,81,0,0,0,0,147,0.18663621,1.1,1.5,1.81,1,977,?
3679,291,0.23,0,984343,0,0,0,0,0,0,147,0.1865622,1.08,1.49,1.8,1,977,?
3679,291,0.23,0,984343,0,0,0,0,0,0,147,0.1864191,1.07,1.47,1.79,1,977,?
3679,291,0.23,0,984343,0,0,0,0,0,0,147,0.18634015,1.13,1.47,1.79,1,977,?
